nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
040005274,040005019,SCANNER GIE DIGNE IM SITE CH DIGNE,SCANNER GIE DIGNE IM SITE CH DIGNE,0492301403,04,ALPES DE HAUTE PROVENCE,04995 DIGNE LES BAINS CEDEX 9,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81850486200017
040006264,040788879,HJ CASA SITE MANOSQUE,HJ CASA SITE MANOSQUE,0492301403,04,ALPES DE HAUTE PROVENCE,04100 MANOSQUE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900013
040787772,040788879,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,CENTRE HOSPITALIER SPECIALISE PSY DIGNE LES BAINS,0492301515,04,ALPES DE HAUTE PROVENCE,04995 DIGNE LES BAINS CEDEX 9,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900013
040788218,040788879,HJ YVES ARNOUX MANOSQUE,HJ YVES ARNOUX MANOSQUE,0492723252,04,ALPES DE HAUTE PROVENCE,04100 MANOSQUE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900013
040788580,040788879,HJ PSY IJ CHATEAU ARNOUX,HJ PSY INFANTO JUVENILE CHATEAU ARNOUX,0492626036,04,ALPES DE HAUTE PROVENCE,04160 CHATEAU ARNOUX ST AUBAN,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900054
040788887,040788879,HJ PSY GEN SISTERON,HJ PSY GEN SISTERON,0493054367,04,ALPES DE HAUTE PROVENCE,04200 SISTERON,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900013
040789232,040788879,HJ VILLA VERTE FORCALQUIER,HOPITAL DE JOUR VILLA VERTE FORCALQUIER,0492301386,04,ALPES DE HAUTE PROVENCE,04300 FORCALQUIER,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26040358900013
050000132,050007145,CH BUECH DURANCE LARAGNE,CH BUECH DURANCE LARAGNE,0492651168,05,HAUTES ALPES,05300 LARAGNE MONTEGLIN,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300015
050000223,050000108,CENTRE HOSPITALIER AIGUILLES QUEYRAS,CENTRE HOSPITALIER AIGUILLES QUEYRAS,0492467018,05,HAUTES ALPES,05470 AIGUILLES,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26050003800013
050000231,050000116,CH LES ESCARTONS A BRIANCON,CENTRE HOSPITALIER LES ESCARTONS A BRIANCON,0492252100,05,HAUTES ALPES,05105 BRIANCON CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26050004600016
050000256,050000124,CENTRE HOSPITALIER D'EMBRUN,CENTRE HOSPITALIER D'EMBRUN,0492437300,05,HAUTES ALPES,05200 EMBRUN,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26050005300012
050000330,050007145,PSY GEN LE CHABRE LARAGNE,PSY GEN LE CHABRE LARAGNE,0492650062,05,HAUTES ALPES,05300 LARAGNE MONTEGLIN,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300122
050000348,050002948,CHI DES ALPES DU SUD SITE DE GAP,CHI DES ALPES DU SUD SITE DE GAP,0492406161,05,HAUTES ALPES,05007 GAP CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26050347900016
050003748,050007145,PSY IJ LE CORTO MALTESE GAP,PSY IJ LE CORTO MALTESE GAP,0492525270,05,HAUTES ALPES,05000 GAP,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300148
050005263,050007145,HJ PSY IJ PRAMBULLE BRIANCON,HJ PSY IJ PRAMBULLE BRIANCON,0492202845,05,HAUTES ALPES,05100 BRIANCON,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300114
050005271,050007145,HJ PSY IJ LES ISLES LARAGNE,HJ PSY IJ LES ISLES LARAGNE,0492651168,05,HAUTES ALPES,05300 LARAGNE MONTEGLIN,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300023
050008085,050003128,SCAN GIE SCAN BRIANCONNAIS SITE CH,SCNAN GIE SCANNER DU BRIANCONNAIS SITE CH BRIANCON,0492252100,05,HAUTES ALPES,05100 BRIANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,48240399500012
050008093,050007129,SCAN GAP CHARANCE SITE CLIN ALPES SUD,SCAN SAS GAP CHARANCE SITE CLIN ALPES SUD,0492535319,05,HAUTES ALPES,05000 GAP,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,53302100200027
050008101,050007772,IRM DES ALPES DU SUD SITE CHICAS GAP,IRM DES ALPES DU SUD SITE CHICAS GAP,0492408507,05,HAUTES ALPES,05007 GAP CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,83027403100012
050008119,050007772,IRM GIE ALPES DU SUD SITE CH BRIANCON,IRM GIE DES ALPES DU SUD SITE CH BRIANCON,0492408507,05,HAUTES ALPES,05100 BRIANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,83027403100012
050008135,050008127,CHICAS SERVICE MEDECINE NUCLEAIRE GAP,CHICAS SERVICE MEDECINE NUCLEAIRE GAP,0492402799,05,HAUTES ALPES,05000 GAP,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,84935055800011
050008630,050000116,HJ L'ESCALE BRIANCON,HJ L'ESCALE BRIANCON,0492252100,05,HAUTES ALPES,05100 BRIANCON,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26050004600016
050008697,050007145,HJ PSY IJ LA DOUCETTE GAP,HJ PSY IJ LA DOUCETTE GAP,0492493658,05,HAUTES ALPES,05000 GAP,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300015
050008705,050007145,HJ PSY GEN HELENE CHAIGNEAU GAP,HJ PSY GEN HELENE CHAIGNEAU GAP,0492515861,05,HAUTES ALPES,05000 GAP,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20003015300015
050009182,050002948,CHI DES ALPES DU SUD,,,05,HAUTES ALPES,05000 GAP,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
060000163,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,CENTRE HOSPITALIER SAINT MAUR A SAINT ETIENNE DE TINEE,0493232828,06,ALPES MARITIMES,06660 ST ETIENNE DE TINEE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060010100018
060000304,060780657,CENTRE HOSPITALIER DE BREIL SUR ROYA,CENTRE HOSPITALIER DE BREIL SUR ROYA,0493043700,06,ALPES MARITIMES,06540 BREIL SUR ROYA,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060002800013
060000411,060780780,CH DU PAYS DE LA ROUDOULE PUGET,CH DU PAYS DE LA ROUDOULE PUGET THENIERS,0493050030,06,ALPES MARITIMES,06260 PUGET THENIERS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060006900017
060000478,060780897,CENTRE HOSPITALIER DE GRASSE,CENTRE HOSPITALIER DE GRASSE,0493095501,06,ALPES MARITIMES,06135 GRASSE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060017600010
060000486,060780905,CH SAINT ELOI DE SOSPEL,CENTRE HOSPITALIER SAINT ELOI DE SOSPEL,0493043000,06,ALPES MARITIMES,06380 SOSPEL,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060011900010
060000494,060780921,CH SAINT LAZARE DE TENDE,CENTRE HOSPITALIER SAINT LAZARE DE TENDE,0492035230,06,ALPES MARITIMES,06430 TENDE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060013500057
060000510,060780954,CH D'ANTIBES JUAN LES PINS,CENTRE HOSPITALIER D'ANTIBES JUAN LES PINS,0497247890,06,ALPES MARITIMES,06606 ANTIBES CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060015000015
060000544,060780988,CH DE CANNES SIMONE VEIL,CENTRE HOSPITALIER DE CANNES SIMONE VEIL,0493697001,06,ALPES MARITIMES,06414 CANNES CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060020000018
060001625,060006889,CENTRE JEAN CHANTON ROQUEBILLIERE,CENTRE JEAN CHANTON ROQUEBILLIERE,0493034364,06,ALPES MARITIMES,06450 ROQUEBILLIERE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26060331100051
060002102,060791761,CH LA PALMOSA DE MENTON,CENTRE HOSPITALIER LA PALMOSA DE MENTON,0493287777,06,ALPES MARITIMES,06507 MENTON CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060021800010
060002904,060800174,CENTRE IRM SCANNER FONDATION LENVAL,CENTRE IRM SCANNER FONDATION LENVAL,0492030392,06,ALPES MARITIMES,06200 NICE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,"Etab de santé privé non lucratif, non déclar intérêt collect",77555200300011
060006558,060798865,HAD ARNAULT TZANCK,HOSPITALISATION A DOMICILE INSTITUT ARNAULT TZANCK,0492273711,06,ALPES MARITIMES,06721 ST LAURENT DU VAR CEDEX,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",34436869100012
060010899,060785011,INSTITUT UNIVERSITAIRE FACE ET COU,IUFC INSTITUT UNIVERSITAIRE DE LA FACE ET DU COU,0492031718,06,ALPES MARITIMES,06100 NICE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500081
060021342,060003621,CTRE COBALTH TRAIT HTE ENERG SITE CLIN,CTRE COBALTH TRAIT HTE ENERGIE SITE CLIN DU PARC IMPERIAL,0493538700,06,ALPES MARITIMES,06000 NICE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,40157766300016
060024395,060785011,CHU DE NICE ANTENNE SMUR SITE CH,CHU DE NICE ANTENNE SMUR SITE CH LA PALMOSA,0493287777,06,ALPES MARITIMES,06507 MENTON CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500016
060024411,060785011,CHU DE NICE ANTENNE SMUR SITE HPNCL,CHU NICE ANTENNE SMUR SITE HOP PEDIATRIQUES NICE CHU LENVAL,0492030300,06,ALPES MARITIMES,06000 NICE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500099
060024890,060780988,HJ ADULTE SECT2 BOSQUETS CH CANNES,HJ ADULTE SECT2 LES BOSQUETS CH CANNES,0492992800,06,ALPES MARITIMES,06151 CANNES LA BOCCA CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060020000018
060024908,060780988,HJ ADULTE SECT3 EXTIME CH CANNES,HJ ADULTE SECT3 EXTIME CH CANNES,0493697585,06,ALPES MARITIMES,06110 LE CANNET,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060020000018
060024916,630786754,HJ LE BELLAGIO CHS SAINTE MARIE,HJ LE BELLAGIO CHS SAINTE MARIE,0493135610,06,ALPES MARITIMES,06100 NICE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060024924,630786754,HJ MARIE BEATRICE CHS SAINTE MARIE,HJ MARIE BEATRICE CHS SAINTE MARIE,0493415603,06,ALPES MARITIMES,06500 MENTON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060024932,630786754,HJ DU CONGRES CHS SAINTE MARIE,HJ DU CONGRES CHS SAINTE MARIE,0493820596,06,ALPES MARITIMES,06500 MENTON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060024940,630786754,HJ ATELIER THERAPEUTIQUE AGRICOLE,HJ ATELIER THERAPEUTIQUE AGRICOLE CHS SAINTE MARIE,0493135795,06,ALPES MARITIMES,06730 ST ANDRE DE LA ROCHE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060025947,060780962,MAH LA CONSOLATA,MAH LA CONSOLATA,0492031503,06,ALPES MARITIMES,06000 NICE,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,78259658900013
060025996,060791647,MAH LA MAISON DU BONHEUR,MAISON D'ACCUEIL HOSPITALIERE LA MAISON DU BONHEUR,0493805143,06,ALPES MARITIMES,06000 NICE,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,31091456900168
060026119,060003118,IRM SCAN GIE GRASCANNER SITE CH GRASSE,IRM SCAN GIE GRASCANNER SITE CH GRASSE,0493090026,06,ALPES MARITIMES,06135 GRASSE CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,39335808000017
060026127,060003258,IRM GIMBC SITE CH CANNES,IRM GIE IMAGERIE MEDICALE DE LA BAIE DE CANNES SITE,0493697001,06,ALPES MARITIMES,06401 CANNES CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43321620700020
060026135,060004199,CTRE IMAG MED BELVEDERE SITE CLIN PARC,CENTRE D'IMAGEIRE MEDICALE BELVEDERE SITE CLIN PARC IMPERIAL,0492077575,06,ALPES MARITIMES,06045 NICE CEDEX 1,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,34206971300010
060026143,060008448,SCAN GIE IMAG MED PUB PRIV SITE CH,SCAN GIE IMAG MEDICALE PUBLIC PRIVE GRASSE CANNES SITE CH,0493697000,06,ALPES MARITIMES,06401 CANNES CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,47950286600011
060026150,060013968,IRM GIE GRAMO SITE CH ANTIBES,IRM GIE GPT RADIO ALP MARIT OUEST SITE CH ANTIBES,0497247767,06,ALPES MARITIMES,06600 ANTIBES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,49536524900012
060026168,060019908,IRM SCAN MOUGINSCAN SITE HP TZANCK,IRM SCAN GIE MOUGINSCAN SITE HP TZANCK MOUGINS SOPHIA ANTIPO,0493900862,06,ALPES MARITIMES,06254 MOUGINS CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,51246010600010
060026176,060021334,SCAN IRM GIE IMAG MED ST JEAN SITE CL,SCAN IRM GIE IMAGERIE MEDICALE SAINT JEAN SITE POLYCLIN,0492135313,06,ALPES MARITIMES,06808 CAGNES SUR MER CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,44471412500010
060026184,060021664,TEP DU GIE CIN MOUGINS SITE HP TZANCK,TEP DU GIE CIN DE MOUGINS TEP SITE HP TZANCK,0497166596,06,ALPES MARITIMES,06254 MOUGINS CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,52073288400017
060026192,060024965,SCAN IMAG OXFORD SITE HP CANNES OXFORD,SCAN IMAG OXFORD SITE HP CANNES OXFORD,0492984012,06,ALPES MARITIMES,06400 CANNES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,81430328500013
060029527,060029519,SCAN SOGIRAD SITE CLIN PALAIS GRASSE,SCAN DE LA SCM SOGIRAD SITE CLIN PALAIS GRASSE,0422171212,06,ALPES MARITIMES,06130 GRASSE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,50412786100012
060030889,060780988,CATTP IJ COEUR DE GRASSE CH CANNES,CATTP IJ COEUR DE GRASSE CH CANNES,0493697899,06,ALPES MARITIMES,06130 GRASSE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060020000117
060031333,060780954,HOP DE JOUR PSYCHIATRIQUE L'ESCALE,HOPITAL DE JOUR PSYCHIATRIQUE L'ESCALE,0497247890,06,ALPES MARITIMES,06600 ANTIBES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060015000171
060032604,060780954,PSY INF JUV HJ CH ANTIBES,PSY INF JUV HJ CH ANTIBES,0497247890,06,ALPES MARITIMES,06160 ANTIBES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060015000015
060033255,060033248,MAH ADRIEN,MAH ADRIEN,0667337295,06,ALPES MARITIMES,06580 PEGOMAS,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,49302035800021
060780996,630786754,CHS SAINTE MARIE,CHS SAINTE MARIE DE L'ASSOMPTION,0493135656,06,ALPES MARITIMES,06009 NICE CEDEX 1,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060785003,060785011,CHU DE NICE HOPITAL PASTEUR,CHU DE NICE HOPITAL PASTEUR,0492037777,06,ALPES MARITIMES,06001 NICE CEDEX 1,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500099
060785243,060001484,HAD NICE & REGION,HAD NICE & REGION,0497257777,06,ALPES MARITIMES,06200 NICE,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",78260904400048
060787587,630786754,HJ SAINT MICHEL CHS SAINTE MARIE,HJ SAINT MICHEL CHS SAINTE MARIE,0492104949,06,ALPES MARITIMES,06500 MENTON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800397
060787801,060780897,HOPITAL DU PETIT PARIS,HOPITAL DU PETIT PARIS,0493095101,06,ALPES MARITIMES,06130 GRASSE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060017600010
060787835,630786754,HJ SAINTE AGATHE CHS SAINTE MARIE,HJ SAINTE AGATHE CHS SAINTE MARIE,0493550157,06,ALPES MARITIMES,06300 NICE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800413
060788262,060785011,HJ CHU NICE,HJ CHU NICE,0493714232,06,ALPES MARITIMES,06200 NICE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500040
060788379,630786754,HJ CAGNES SUR MER CHS SAINTE MARIE,HJ CAGNES SUR MER CHS SAINTE MARIE,0493201212,06,ALPES MARITIMES,06800 CAGNES SUR MER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800066
060788577,630786754,HJ RAIMBALDI CHS SAINTE MARIE,HJ RAIMBALDI CHS SAINTE MARIE,0493878027,06,ALPES MARITIMES,06000 NICE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330800447
060788957,060785011,CHU DE NICE HOPITAL DE CIMIEZ,CHU DE NICE HOPITAL DE CIMIEZ,0492034422,06,ALPES MARITIMES,06003 NICE CEDEX 1,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500040
060789195,060785011,CHU DE NICE HOPITAL DE L'ARCHET,CHU DE NICE HOPITAL DE L'ARCHET,0492037777,06,ALPES MARITIMES,06202 NICE CEDEX 3,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500073
060789245,060785011,CHU DE NICE HOP ANNEXE DE CANTARON,CHU DE NICE HOP ANNEXE DE CANTARON,0493549970,06,ALPES MARITIMES,06340 CANTARON,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500024
060790177,060785011,CHU NICE CTRE DE CONVALESCENCE TENDE,CHU DE NICE CENTRE DE CONVALESCENCE DE TENDE,0493035000,06,ALPES MARITIMES,06430 TENDE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500123
060790573,060785011,INSTITUT MED BUCCO DENTAIRE RIQUIER,INSTITUT DE MEDECINE BUCCO DENTAIRE RIQUIER,0492037777,06,ALPES MARITIMES,06300 NICE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26060070500107
060793932,060780988,CENTRE PLANIF GYN OBS CH CANNES,CENTRE PLANIF GYN OBS CH CANNES,0493697100,06,ALPES MARITIMES,06414 CANNES CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060020000018
060793981,060780897,CH PLANIFICATION GYN OBS DE GRASSE,CH PLANIFICATION SCE GYN OBS DE GRASSE,0493095101,06,ALPES MARITIMES,06135 GRASSE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26060017600010
060794062,060019544,CAM SCINTIAZUR SITE HP TZANCK,CAM SCINTIAZUR SITE HP TZANCK,0492923900,06,ALPES MARITIMES,06250 MOUGINS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,41970478800027
060800703,060003068,SCAN CTRE AZUREEN TOMODENSIT SITE IAT,SCAN CTRE AZUREEN DE TOMODENSITOMETRIE SITE INST TZANCK,0493313323,06,ALPES MARITIMES,06700 ST LAURENT DU VAR,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,32759414900012
